"customerkey","cuatomer_name","gender","addressline1","datefirstpurchase","city","statename","regionname"
21571,"Darryl K Yang","M","1490 Marina Pkwy.","2021-03-12","Matraville","New South Wales","Australia"
21572,"Randall Ramos","M","5691 Lexington Road","2021-03-07","Malabar","New South Wales","Australia"
21573,"Jimmy E Munoz","M","3111 First Ave.","2022-08-09","Rhodes","New South Wales","Australia"
21574,"Fernando Lewis","M","3893 San Francisco","2022-02-12","Sedro Woolley","Washington","United States"
21575,"Justin Foster","M","9123 Springfield Drive","2021-12-30","Fremont","California","United States"
21576,"Benjamin Gonzales","M","2639 Parkview Court","2022-01-25","Oregon City","Oregon","United States"
21577,"Tiffany Ma","F","5444 Bellord Ct.","2022-12-03","Cliffside","British Columbia","Canada"
21578,"Jordan P Green","M","9514 Plymouth Dr.","2022-08-26","Tacoma","Washington","United States"
21579,"Wyatt Jackson","M","2947 Vine Lane","2022-06-03","Woodburn","Oregon","United States"
21580,"Mariah J Ward","F","6246 Hermosa","2022-06-11","Langley","British Columbia","Canada"
21581,"Rachel C Russell","F","9178 Thornhill Place","2022-02-06","Westminster","British Columbia","Canada"
21582,"Amber W Roberts","F","9665 Geneva Ave.","2021-10-07","Cliffside","British Columbia","Canada"
21583,"Jaclyn M Lal","F","5514 Chilpancingo","2022-10-16","Casper","Wyoming","United States"
21584,"Gavin W Bryant","M","3519 Woodruff Lane","2022-10-07","Everett","Washington","United States"
21585,"Trinity O Gray","F","4396 Santa Maria Ct","2022-10-26","Lebanon","Oregon","United States"
21586,"Stephanie D Foster","F","1206 Limewood Place","2022-10-23","W. Linn","Oregon","United States"
21587,"Jenna T Roberts","F","4112 N. 8th Street","2022-10-28","Bellflower","California","United States"
21588,"Theodore W Martin","M","3519 Woodruff Lane","2022-11-10","Burbank","California","United States"
21589,"Vanessa Coleman","F","3525 E. Watson Court","2021-09-29","Port Hammond","British Columbia","Canada"
21590,"Taylor M Gonzales","F","4734 Sycamore Court","2022-11-10","Bellingham","Washington","United States"
21591,"Clayton Goel","M","9754 Hilltop Dr","2022-12-22","Colma","California","United States"
21592,"Christina Reed","F","9206 Listing Ct.","2022-10-27","Kirkland","Washington","United States"
21593,"Marcus H Roberts","M","4587 Sunset Meadows","2022-11-06","Burbank","California","United States"
21594,"Brianna Moore","F","2545 Crowe Place","2022-11-06","Fremont","California","United States"
21595,"Juan H Ward","M","4749 Blackwood Drive","2021-10-01","N. Vancouver","British Columbia","Canada"
21596,"Luke H Wright","M","2710 Saddlehill Lane","2022-11-21","Woodburn","Oregon","United States"
21597,"Jose Jones","M","9642 East L Street","2022-01-19","Coronado","California","United States"
21598,"Chloe E Perez","F","7275 Andrea Lane","2022-11-14","Yakima","Washington","United States"
21599,"Sara A Lopez","F","7846 Alexander Pl.","2022-11-05","Salem","Oregon","United States"
21600,"Alexa R Bell","F","5955 Colfax Street","2021-12-31","Santa Cruz","California","United States"
21601,"Jacqueline L Bell","F","2578 South Creek Drive","2022-02-20","San Francisco","California","United States"
21602,"Manuel S Malhotra","M","5720 A St.","2022-02-05","Burien","Washington","United States"
21603,"Seth Barnes","M","6965 Lindsey Court","2022-02-03","Bellingham","Washington","United States"
21604,"Melanie A Howard","F","7136 Almond Drive","2022-11-14","Downey","California","United States"
21605,"Brittney A Ye","F","3796 Peachwillow","2022-11-04","Burien","Washington","United States"
21606,"Connor W Roberts","M","6816 Piedra Dr.","2022-11-06","Edmonds","Washington","United States"
21607,"Bryce I Torres","M","6492 Palms Dr.","2022-11-12","Edmonds","Washington","United States"
21608,"David Griffin","M","8869 C Olivera Rd","2022-02-22","Redmond","Washington","United States"
21609,"Tabitha Blanco","F","6693 Ryan Rd","2022-02-04","Chula Vista","California","United States"
21610,"Caleb Edwards","M","4122 Ruth Drive","2022-02-27","Fremont","California","United States"
21611,"Ethan J Wilson","M","452 Rain Drop Circle","2022-02-24","Woodland Hills","California","United States"
21612,"Spencer J Foster","M","1750 Morengo Ct.","2022-07-15","Salem","Oregon","United States"
21613,"Caleb G Powell","M","5528 Ringing Court","2021-10-17","Newton","British Columbia","Canada"
21614,"William A Thomas","M","1277 Live Oak Avenue","2021-11-18","Cliffside","British Columbia","Canada"
21615,"Grace J Torres","F","7095 Thames Drive","2022-11-04","Concord","California","United States"
21616,"Carson J Wood","M","9790 Berrellesa St.","2022-04-17","Burien","Washington","United States"
21617,"Jennifer Miller","F","2028 Mendocino Drive","2023-01-20","Corvallis","Oregon","United States"
21618,"Elijah Carter","M","6262 Pine Tree Dr.","2021-11-07","N. Vancouver","British Columbia","Canada"
21619,"Angela Patterson","F","3477 Mt. Washington Way","2022-02-17","Woodland Hills","California","United States"
21620,"Mariah Brooks","F","8535 Meadowbrook Court","2021-10-28","Haney","British Columbia","Canada"
21621,"Jordan Parker","M","2454 Clayton Way","2021-11-20","N. Vancouver","British Columbia","Canada"
21622,"Ethan R Winston","M","1047 Las Quebradas Lane","2021-11-03","Oak Bay","British Columbia","Canada"
21623,"Connor Diaz","M","1387 Dias Circle","2022-12-17","Port Orchard","Washington","United States"
21624,"Faith L Price","F","6309 Sundance Drive","2022-05-10","Tacoma","Washington","United States"
21625,"Jennifer T Hall","F","4896 Village Pl.","2022-08-11","Woodburn","Oregon","United States"
21626,"Brianna E Garcia","F","7712 Oak Wood Court","2022-09-11","Yakima","Washington","United States"
21627,"Bailey M Roberts","F","7142 Duck Horn Court","2022-06-25","Burlingame","California","United States"
21628,"Kelli T Xu","F","1177 Oily Road","2022-09-05","Burien","Washington","United States"
21629,"Thomas Thomas","M","7921 Detroit Ave.","2021-11-23","Langley","British Columbia","Canada"
21630,"Faith Jenkins","F","8576 South Villa Way","2022-02-13","Marysville","Washington","United States"
21631,"Martin E Sanchez","M","1267 Baltic Sea Ct.","2022-07-14","Cliffside","British Columbia","Canada"
21632,"Jaclyn Liang","F","3936 Diablo View Road","2022-04-09","Coronado","California","United States"
21633,"Cameron F Zhang","M","6436 Brookview Dr","2022-03-23","Puyallup","Washington","United States"
21634,"Arianna Cook","F","2748 Pine St.","2022-09-19","Edmonds","Washington","United States"
21635,"Christian G Lewis","M","9305 Kentucky Drive","2022-06-21","Palo Alto","California","United States"
21636,"Katherine Rivera","F","3069 Yolanda","2022-07-25","Woodland Hills","California","United States"
21637,"Richard I Lewis","M","5061 Athecton Circle","2022-11-13","San Diego","California","United States"
21638,"Olivia J Harris","F","6955 W. Buchanan","2022-11-07","Corvallis","Oregon","United States"
21639,"Anthony Wilson","M","3196 Rotherham Dr.","2022-08-11","Burien","Washington","United States"
21640,"Charles Cooper","M","173 Soto St.","2022-07-20","Daly City","California","United States"
21641,"Kaylee Perez","F","1686 Lavere Way","2022-11-27","Daly City","California","United States"
21642,"Alexandra Rodriguez","F","333 Merced Circle","2021-11-05","Oak Bay","British Columbia","Canada"
21643,"Wyatt Diaz","M","3829 Baltic Sea Ct.","2022-11-25","Concord","California","United States"
21644,"Sydney Howard","F","8665 Brown Street","2022-11-22","West Covina","California","United States"
21645,"Spencer Alexander","M","2101 Frayne Ln.","2022-11-12","Walla Walla","Washington","United States"
21646,"Luis D Bryant","M","7954 Vista Avenue","2022-02-18","Lemon Grove","California","United States"
21647,"Blake Brown","M","5009 Orange Street","2022-02-10","Bremerton","Washington","United States"
21648,"Ronnie J Sun","M","1464 Lincoln Dr.","2022-02-13","Burbank","California","United States"
21649,"Keith Nara","M","48 Calico Way","2022-02-18","Concord","California","United States"
21650,"Cedric Zeng","M","7895 Arlington Way","2022-02-15","Coronado","California","United States"
21652,"Julia Bell","F","7516 Laguna Street","2021-10-29","Vancouver","British Columbia","Canada"
21653,"Jose Anderson","M","2725 P St.","2022-03-29","San Gabriel","California","United States"
21654,"Aidan Barnes","M","3623 Houston Ct.","2022-03-16","Imperial Beach","California","United States"
21655,"Zachary Bryant","M","2941 Jill Ave","2021-12-27","Newton","British Columbia","Canada"
21656,"Hannah J Hayes","F","296 Bel Air Dr.","2022-08-16","Victoria","British Columbia","Canada"
21657,"Sara J Green","F","4750 Falls Ct.","2022-04-22","Bellingham","Washington","United States"
21658,"Jocelyn A Powell","F","5242 Miguel Drive","2021-12-03","Vancouver","British Columbia","Canada"
21659,"Gabrielle B Jenkins","F","1661 Beauty St.","2020-01-16","Haney","British Columbia","Canada"
21660,"Allison H Watson","F","2739 Sandy Road","2022-11-21","Mill Valley","California","United States"
21661,"Terry A Champion","M","Charlottenstr 398","2022-06-27","Berlin","Saarland","Germany"
21662,"Orlando L Muñoz","M","26, rue Surcouf","2022-04-22","Roissy en Brie","Seine et Marne","France"
21663,"Kenneth Goel","M","Reiherweg 4164","2022-08-19","Stuttgart","Saarland","Germany"
21664,"Edwin Yuan","M","7, impasse Ste-Madeleine","2022-11-03","Roubaix","Nord","France"
21665,"Karl A Jai","M","1111, rue de Longchamp","2022-04-21","Colomiers","Garonne (Haute)","France"
21666,"Leslie Jimenez","F","Hansaallee 8959","2022-09-24","Berlin","Nordrhein-Westfalen","Germany"
21667,"Crystal A Zhang","F","Postfach 99 92 92","2022-10-02","München","Nordrhein-Westfalen","Germany"
21668,"Christina F Rogers","F","4929 Relis Valley Road","2021-12-23","Bury","England","United Kingdom"
21669,"Jessica Rodriguez","F","8222 Seabourne Ct.","2021-11-28","Cheltenham","England","United Kingdom"
21670,"Benjamin A Lal","M","45, rue Faubourg St Antoine","2022-09-11","Lille","Nord","France"
21671,"Nicolas J Jai","M","44, rue du Départ","2022-04-20","Roubaix","Nord","France"
21672,"Craig D Gomez","M","Kampstr 999","2022-12-26","Frankfurt am Main","Saarland","Germany"
21673,"Jésus M Gill","M","76, rue de Berri","2022-04-28","Paris","Seine (Paris)","France"
21674,"Jada S Morris","F","Holzstr 1333","2022-10-28","Bottrop","Nordrhein-Westfalen","Germany"
21675,"Adriana Rana","F","27, place Beaubernard","2023-01-15","Paris","Seine (Paris)","France"
21676,"Valerie A Guo","F","4, rue de Maubeuge","2022-12-28","Suresnes","Hauts de Seine","France"
21677,"Cedric H Chander","M","311, rue Villedo","2022-10-29","Bobigny","Seine Saint Denis","France"
21678,"Alvin L Tang","M","8328 Melinda Court","2022-03-09","Milton Keynes","England","United Kingdom"
21679,"Drew R Yuan","M","4684 Frigate Ct.","2022-07-13","Berkshire","England","United Kingdom"
21680,"Ricky L Torres","M","Postfach 66 16 16","2022-03-06","Salzgitter","Hessen","Germany"
21681,"Casey D Ortega","M","Rehstr 42435","2022-10-17","Hannover","Nordrhein-Westfalen","Germany"
21682,"Katrina Goel","F","9428 Redrock Dr.","2022-10-05","Bury","England","United Kingdom"
21683,"Henry Suri","M","6947 Jemco Court","2022-07-01","York","England","United Kingdom"
21684,"Mariah R Bennett","F","62, rue de l´Esplanade","2022-08-11","Roubaix","Nord","France"
21685,"Bailey Green","F","3682 Jeff Ct.","2022-11-26","Port Orchard","Washington","United States"
21686,"Albert A Ortega","M","6793 Bonifacio St.","2022-07-19","Burlingame","California","United States"
21687,"Sarah M Brown","F","4684 Ptarmigan Drive","2022-10-19","El Cajon","California","United States"
21688,"Jesse Morris","M","5108 Heights Avenue","2022-03-12","San Gabriel","California","United States"
21689,"Olivia Z Simmons","F","2168 Terra Calitina","2022-11-13","Bellingham","Washington","United States"
21690,"Samantha Thomas","F","2982 Evelyn Court","2022-04-18","Cliffside","British Columbia","Canada"
21691,"Brandon S Martin","M","8921 Villageoaks Dr.","2022-04-30","Oak Bay","British Columbia","Canada"
21692,"Savannah L Ward","F","6149 Everett Court","2022-07-12","Yakima","Washington","United States"
21693,"Alyssa C Ashe","F","6732 Geary","2022-05-31","Berkeley","California","United States"
21694,"Bobby Sai","M","2028 Reva Dr.","2022-09-14","Berkeley","California","United States"
21695,"Ethan E Rodriguez","M","7899 E St.","2022-11-27","Berkeley","California","United States"
21696,"Gabrielle A Watson","F","7682 Fern Leaf Lane","2022-12-29","Edmonds","Washington","United States"
21697,"Dalton C Powell","M","1971 Cleveland Ave.","2022-10-21","Woodland Hills","California","United States"
21698,"Tracy She","F","8251 La Mar.","2022-03-17","Concord","California","United States"
21699,"Logan J Sharma","M","8255 Highland Road","2022-10-30","Mill Valley","California","United States"
21700,"Juan M Ramirez","M","1201 St. Francis St.","2022-10-30","Palo Alto","California","United States"
21701,"Abigail J Sanders","F","5809 Mount Aire Parkway","2022-06-08","Lake Oswego","Oregon","United States"
21702,"Paige Gonzales","F","9513 Roslyn Drive","2022-03-12","Shawnee","British Columbia","Canada"
21703,"Paige Blue","F","7237 Cardinal Ct","2022-09-01","Victoria","British Columbia","Canada"
21704,"Charles D Martinez","M","9900 Clearbrook Drive","2022-11-12","Seattle","Washington","United States"
21705,"Warren N Sharma","M","8490 Longbrood Way","2022-12-05","Chula Vista","California","United States"
21706,"Haley Murphy","F","476 Dancing Road","2022-08-23","Burien","Washington","United States"
21707,"Cassidy G Simmons","F","6194 Garden Ave","2022-10-22","Issaquah","Washington","United States"
21708,"Andrea L Brooks","F","5625 7810th Avenue","2022-08-04","Everett","Washington","United States"
21709,"Katherine J Torres","F","6406 Pepper Way","2022-11-03","Oregon City","Oregon","United States"
21710,"Brittany Gonzales","F","2332 Treat Blvd","2020-01-21","Royal Oak","British Columbia","Canada"
21711,"Hailey J Gray","F","44 Garcia","2022-11-05","West Covina","California","United States"
21712,"Megan R Ross","F","80 Sunview Terrace","2022-05-06","El Cajon","California","United States"
21713,"Jose B Parker","M","76 Woodcrest Dr.","2022-05-27","Downey","California","United States"
21714,"Carmen M Patel","F","6490 Haviland Place","2023-01-02","Burien","Washington","United States"
21715,"Jonathan F Ross","M","5251 Driftwood Drive","2022-02-12","Walla Walla","Washington","United States"
21716,"Gerald C Sara","M","339 Norcross Lane","2022-09-09","Burien","Washington","United States"
21717,"Angel M King","M","2147 N. 66th Street","2023-01-28","Torrance","California","United States"
21718,"Devin B Roberts","M","1969 Meadowvale Court","2022-08-26","Lincoln Acres","California","United States"
21719,"Morgan Torres","F","8136 Guadalajara","2022-10-31","Lebanon","Oregon","United States"
21720,"Raul Jai","M","5361 Hungry Road","2022-02-20","Burbank","California","United States"
21721,"Sara Campbell","F","7441 Clay Rd","2022-10-13","Renton","Washington","United States"
21722,"Spencer R Wood","M","6917 Del Monte Court","2022-11-10","Spring Valley","California","United States"
21723,"Tiffany L Huang","F","2807 10th Avenue","2022-11-22","Burlingame","California","United States"
21724,"Mandy Yang","F","33 RiverRock Dr","2022-07-12","Concord","California","United States"
21725,"Gabrielle C Cannata","F","8607 Pineview Lane","2022-07-12","Victoria","British Columbia","Canada"
21726,"Morgan Hall","F","4387 Treat Blvd","2022-07-14","Shawnee","British Columbia","Canada"
21727,"Arianna Flores","F","4082 Shell Ct","2020-01-27","Shawnee","British Columbia","Canada"
21728,"Madison K Harris","F","1268 Joseph Ave","2022-10-31","Burien","Washington","United States"
